id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-tlnt,TLNT,https://www.tlnt.com,united-states,national,hr-recruitment-media,hr,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Talent management and HR leadership publication. Its contributor route now redirects to ERE, which is listed separately.",TLNT appears to have been absorbed into ERE: tlnt.com/write-for-us redirects to ere.net/articles/write-for-us. Treat the ERE record as the live desk and confirm before pitching TLNT separately.,2026-08-08
md-talouselama,Talouselämä,https://www.talouselama.fi,finland,national,global-business-media,general,fi,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"A Finnish business magazine covering companies, management and the economy.",No public submission route was established.,2026-08-07
md-techafricanews,Tech Africa News,https://techafricanews.com,south-africa,regional,technology-media; telecom-media,telecom,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,African technology and telecommunications industry news.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-tech-collective-sea,Tech Collective,https://techcollectivesea.com,singapore,regional,technology-media,saas,en,contributed-article,unknown,P3,active,https://techcollectivesea.com/tech-collective-contributor-guidelines/,,,,,,,,,,,,85,Strong,contributor-network,b2b-saas; startup; ai-startup,Southeast Asian technology and innovation coverage.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-14
md-techjuice,TechJuice,https://www.techjuice.pk,pakistan,national,startup-media; technology-media,ai; general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Pakistani technology and startup publication covering the domestic tech industry, funding and product news.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-techstory,TechStory,https://techstory.in,india,national,technology-media,saas,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,"Indian technology, startup and business news site. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.","Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-telecom-review-na,Telecom Review North America,https://www.telecomreviewna.com,united-states,global,telecom-media,telecom,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,North American telecom operator and vendor news.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-telecomtv,TelecomTV,https://www.telecomtv.com,united-kingdom,global,telecom-media,telecom,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Telecom industry video and analysis covering operators, 5G and network transformation.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-the-africa-report,The Africa Report,https://www.theafricareport.com,kenya,regional,global-business-media,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Pan-African business and politics magazine.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-colorado-sun,The Colorado Sun,https://coloradosun.com,united-states,local,local-business-media,general,en,editorial-pitch,free,P3,active,,https://coloradosun.com/tips/,,,,yes,,,,,,,84,Strong,staff-editorial,local-business; professional-services,"Journalist-owned Colorado newsroom covering state business, politics and housing, with a published tips page for story submissions.",Colorado stories only. A tip is not coverage.,2026-08-08
md-eng-leadership,The Engineering Leadership,https://newsletter.eng-leadership.com,united-states,global,newsletter-platform,software,en,sponsored-content,paid,P3,active,,,,https://newsletter.eng-leadership.com/,,,yes,,,,,,49,Limited,unknown,,"Newsletter for engineering managers and leaders, with a published sponsorship route.",Paid placement only.,2026-08-08
md-the-investor-vn,The Investor,https://theinvestor.vn,vietnam,national,global-business-media,finance,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Vietnamese business and investment news in English, published by VAFIE.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-japan-times,The Japan Times,https://www.japantimes.co.jp,japan,national,global-business-media,general,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,"Japan’s main English-language daily, with a business desk. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.","Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-the-national-business,The National Business,https://www.thenationalnews.com/business,united-arab-emirates,national,global-business-media,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,The business desk of the UAE’s main English-language newspaper.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-the-packer,The Packer,https://www.thepacker.com,united-states,national,agriculture-food-media,agriculture,en,editorial-submission,free,P3,active,https://www.thepacker.com/,,,,,yes,,,,,,,87,Strong,staff-editorial,agtech-food; ecommerce,"Fresh produce industry trade publication covering growers, shippers and retail buyers.",Fresh produce supply chain only.,2026-08-08
md-times-of-israel,The Times of Israel,https://www.timesofisrael.com,israel,national,global-business-media,general,en,sponsored-content,unknown,P3,active,,,,https://www.timesofisrael.com/advertise/,,,,,,,,,,,unknown,,Israeli English-language news with a startup and technology desk.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-tinylaunch,TinyLaunch,https://www.tinylaunch.com,united-states,global,startup-launch-platform,saas; software,en,product-launch,freemium,P3,active,,,,,,,,,,,,,66,Good,unknown,,A one-a-day launch board for small products. tinylaun.ch redirects here.,Very small audience. Value is the backlink and the launch artefact rather than traffic.,2026-08-07
md-transport-topics,Transport Topics,https://www.ttnews.com,united-states,national,logistics-media,logistics,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,US trucking and freight transport trade news from the American Trucking Associations.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-uneed,Uneed,https://www.uneed.best,france,global,startup-launch-platform,ai; saas; software,en,product-launch,freemium,P3,active,https://www.uneed.best/submit-a-tool,,,,,,,,,,,,76,Good,unknown,,A launch board for tools and SaaS products. The submission form pre-fills from the product page before an account is needed.,Free listings queue; paid slots are promoted.,2026-08-07
md-unite-ai,Unite.AI,https://www.unite.ai,canada,global,ai-media,ai,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"AI news, research summaries and tool reviews.","A write-for-us page existed previously and now returns 410 Gone, so the contributor route is closed or moved.",2026-08-07
md-utah-business,Utah Business,https://www.utahbusiness.com,united-states,local,local-business-media,general,en,editorial-pitch,unknown,P3,active,,https://www.utahbusiness.com/pages/pitch-a-story/,,,,,,,,,,,83,Strong,staff-editorial,local-business; professional-services,"Utah’s statewide business magazine for executives and entrepreneurs, running awards and lists alongside editorial.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. A contact path was checked and returns 404.",2026-08-14
